,Predictions,True labels
0,0.048167333006858826,0.05
1,0.048167333006858826,0.05
2,0.0634162500500679,0.05
3,0.0634162500500679,0.05
4,0.03776467591524124,0.02
5,0.03776467591524124,0.02
6,0.13557392358779907,0.2
7,0.13557392358779907,0.2
8,0.032926734536886215,0.05
9,0.032926734536886215,0.05
10,0.09089694917201996,0.13
11,0.09089694917201996,0.13
12,0.08787232637405396,0.13
13,0.033503249287605286,0.03
14,0.033503249287605286,0.03
15,0.0259809959679842,0.02
16,0.0259809959679842,0.02
17,0.0429634153842926,0.05
18,0.0429634153842926,0.05
19,0.08722864836454391,0.08
20,0.08722864836454391,0.08
21,0.05381590127944946,0.02
22,0.05381590127944946,0.02
23,0.05301256477832794,0.05
24,0.05301256477832794,0.05
25,0.012008735910058022,0.02
26,0.012008735910058022,0.02
27,0.07737211883068085,0.08
28,0.07737211883068085,0.08
29,0.04233842343091965,0.02
30,0.04233842343091965,0.02
31,0.03443136438727379,0.03
32,0.03443136438727379,0.03
33,0.044879693537950516,0.05
34,0.044879693537950516,0.05
35,0.05388718843460083,0.05
36,0.05388718843460083,0.05
37,0.06834292411804199,0.05
38,0.06834292411804199,0.05
39,0.0664781704545021,0.05
40,0.0664781704545021,0.05
41,0.05200888216495514,0.05
42,0.05200888216495514,0.05
43,0.03937780112028122,0.02
44,0.03937780112028122,0.02
45,0.06178175285458565,0.08
46,0.06178175285458565,0.08
47,0.05062410980463028,0.05
48,0.05062410980463028,0.05
49,0.04774711653590202,0.05
50,0.04774711653590202,0.05
51,0.07942875474691391,0.08
52,0.07942875474691391,0.08
53,0.06375238299369812,0.05
54,0.06375238299369812,0.05
55,0.02690192125737667,0.01
56,0.02690192125737667,0.01
57,0.08458136022090912,0.08
58,0.08458136022090912,0.08
59,0.05889103561639786,0.03
60,0.05889103561639786,0.03
61,0.06376289576292038,0.03
62,0.06376289576292038,0.03
63,0.04546767473220825,0.03
64,0.04546767473220825,0.03
65,0.05039386823773384,0.01
66,0.05039386823773384,0.01
67,0.058343157172203064,0.02
68,0.058343157172203064,0.02
69,0.030892319977283478,0.01
70,0.030892319977283478,0.01
71,0.05087527632713318,0.03
72,0.05087527632713318,0.03
73,0.017971308901906013,0.03
74,0.017971308901906013,0.03
75,0.06104658916592598,0.05
76,0.06104658916592598,0.05
77,0.026841873303055763,0.01
78,0.026841873303055763,0.01
79,0.05802784860134125,0.02
80,0.037778668105602264,0.02
81,0.0414293073117733,0.02
82,0.0414293073117733,0.02
83,0.033500127494335175,0.02
84,0.08745549619197845,0.08
85,0.021940087899565697,0.01
86,0.021940087899565697,0.01
87,0.006933162454515696,0.01
88,0.006933162454515696,0.01
89,0.033911511301994324,0.02
90,0.028369301930069923,0.02
91,0.06476230919361115,0.03
92,0.06476230919361115,0.03
93,0.07385089248418808,0.08
94,0.07663913816213608,0.08
95,0.07663913816213608,0.08
96,0.04119744524359703,0.02
97,0.03767027705907822,0.05
98,0.06195951998233795,0.02
99,0.06195951998233795,0.02
100,0.061043430119752884,0.05
101,0.061043430119752884,0.05
102,0.0294803399592638,0.02
103,0.048484742641448975,0.05
104,0.06358160078525543,0.08
105,0.05837357044219971,0.08
106,0.07218850404024124,0.08
107,0.07116331160068512,0.13
108,0.05881310626864433,0.13
109,0.0380999818444252,0.05
110,0.08244150876998901,0.13
111,0.08244150876998901,0.13
112,0.11244182288646698,0.2
113,0.09557188302278519,0.13
114,0.03157259523868561,0.02
115,0.054971784353256226,0.02
116,0.0626237541437149,0.08
117,0.0415416844189167,0.05
118,0.046649832278490067,0.05
119,0.08923507481813431,0.2
120,0.06276101619005203,0.01
121,0.08782627433538437,0.05
122,0.05183657258749008,0.08
123,0.051854006946086884,0.02
124,0.08323748409748077,0.08
125,0.08238984644412994,0.05
126,0.09050267934799194,0.2
127,0.05638101324439049,0.08
128,0.08441439270973206,0.13
129,0.08609041571617126,0.08
130,0.12350236624479294,0.13
131,0.0782964825630188,0.05
132,0.08640700578689575,0.08
133,0.08640700578689575,0.08
134,0.04297839105129242,0.05
135,0.058692216873168945,0.03
136,0.06299388408660889,0.03
137,0.06542952358722687,0.08
138,0.09207786619663239,0.2
139,-0.003821925725787878,0.03
140,0.03499291092157364,0.01
141,0.050125595182180405,0.01
142,0.05459727719426155,0.08
143,0.05459727719426155,0.08
144,0.05548807978630066,0.05
145,0.04933488368988037,0.03
146,0.054701682180166245,0.08
147,0.033895984292030334,0.05
148,0.035546205937862396,0.05
149,0.06334017217159271,0.02
150,0.09339502453804016,0.08
151,0.09339502453804016,0.08
152,0.0702245831489563,0.03
153,0.034950412809848785,0.05
154,0.04246655851602554,0.08
155,0.05410259962081909,0.02
156,0.10502532124519348,0.13
157,0.10502532124519348,0.13
158,0.03544402867555618,0.02
159,0.007020647171884775,0.02
160,0.04654094576835632,0.02
161,0.05859888345003128,0.03
162,0.043785519897937775,0.02
163,0.029670005664229393,0.02
164,0.0694991946220398,0.08
165,0.05259086936712265,0.05
166,0.05259086936712265,0.05
167,0.057933107018470764,0.05
168,0.057933107018470764,0.05
169,0.04413110017776489,0.03
170,0.07124631106853485,0.05
171,0.04135046899318695,0.01
172,0.04705322906374931,0.01
173,0.06292334944009781,0.03
174,0.006274881307035685,0.03
175,0.06437917798757553,0.05
176,0.016031621024012566,0.02
177,0.07865361869335175,0.02
178,0.03364291787147522,0.03
179,0.022787025198340416,0.05
180,0.02806244045495987,0.05
181,0.047939397394657135,0.05
182,0.05516292154788971,0.03
183,0.05516292154788971,0.03
184,0.018497658893465996,0.01
185,0.06561349332332611,0.08
186,0.06309445202350616,0.08
187,0.06309445202350616,0.08
188,0.05239336937665939,0.08
189,0.037662629038095474,0.03
190,0.08190681040287018,0.02
191,0.037743549793958664,0.02
192,0.08597616851329803,0.01
193,0.06770069897174835,0.05
194,0.06770069897174835,0.05
195,0.04173736274242401,0.05
196,0.04173736274242401,0.05
197,0.030105702579021454,0.03
198,0.018523702397942543,0.01
199,0.10326013714075089,0.13
200,0.03765404224395752,0.05
201,0.024942627176642418,0.01
202,0.06730473786592484,0.01
203,0.05322563648223877,0.05
204,0.08176188915967941,0.03
205,0.039467353373765945,0.02
206,0.05318296700716019,0.03
207,0.08334840834140778,0.05
