,Predictions,True labels
0,-0.0012538065202534199,0.02
1,0.01954568922519684,0.02
2,0.015061146579682827,0.01
3,0.031429849565029144,0.01
4,0.05135192722082138,0.04
5,0.017998965457081795,0.02
6,0.024973014369606972,0.01
7,0.009538191370666027,0.01
8,0.0432792566716671,0.02
9,0.027714496478438377,0.01
10,0.02423013374209404,0.02
11,0.031117169186472893,0.03
12,0.01130934152752161,0.02
13,0.06511995941400528,0.03
14,0.019407205283641815,0.01
15,0.04831656441092491,0.01
16,-0.02599208429455757,0.01
17,-0.023675642907619476,0.02
18,-0.029063768684864044,0.01
19,-0.013046888634562492,0.01
20,0.04800765961408615,0.05
21,0.0370868556201458,0.02
22,-0.01827365905046463,0.01
23,0.021881455555558205,0.02
24,0.09154824912548065,0.13
25,-0.018295856192708015,0.02
26,0.01449552457779646,0.01
27,0.03435543552041054,0.01
28,0.060587238520383835,0.03
29,0.0019999793730676174,0.01
30,0.003960869740694761,0.02
31,0.010501003824174404,0.01
32,0.02221928909420967,0.01
33,0.039418283849954605,0.01
34,-0.021864883601665497,0.01
35,-0.01057254709303379,0.02
36,0.04961781203746796,0.01
37,0.013121410273015499,0.01
38,-0.0042657931335270405,0.01
39,0.05111749470233917,0.02
40,0.02294275537133217,0.04
41,-0.01169611420482397,0.01
42,0.048227567225694656,0.02
43,0.05760804936289787,0.02
44,0.058037906885147095,0.01
45,0.03088787943124771,0.05
46,0.09924517571926117,0.13
47,0.091690793633461,0.08
48,0.021047573536634445,0.01
49,0.02763322927057743,0.03
50,0.008012439124286175,0.04
51,-0.0035630357451736927,0.01
52,0.0035974341444671154,0.05
53,-9.750715980771929e-05,0.01
54,0.017085347324609756,0.02
55,-0.004597641993314028,0.02
56,0.03530435636639595,0.01
57,-0.02781720645725727,0.01
58,-0.00714847119525075,0.01
59,0.020289214327931404,0.01
60,0.02082301303744316,0.02
61,0.0028917095623910427,0.02
62,0.0717431828379631,0.08
63,0.010970077477395535,0.01
64,0.028499748557806015,0.02
65,-0.002900144550949335,0.01
66,0.0457928404211998,0.01
67,0.02235923707485199,0.02
68,0.007657985668629408,0.02
69,0.01307558175176382,0.03
70,0.030720725655555725,0.01
71,0.008713399060070515,0.01
72,0.02700798027217388,0.05
73,0.025563159957528114,0.02
74,0.029941871762275696,0.03
75,0.018500950187444687,0.02
76,-0.044103484600782394,0.01
77,0.006201236974447966,0.02
78,0.031042592599987984,0.05
79,0.004389637615531683,0.01
80,0.13775025308132172,0.13
81,0.028107620775699615,0.02
82,0.07791457325220108,0.05
83,0.0666268914937973,0.01
84,0.031740378588438034,0.08
85,0.0030713784508407116,0.01
86,0.028238678351044655,0.03
87,0.021871257573366165,0.01
88,0.012596252374351025,0.01
89,0.04798020049929619,0.01
90,0.027545146644115448,0.01
91,-0.015510276891291142,0.01
92,0.0241535771638155,0.03
93,0.03843863680958748,0.01
94,0.004214640241116285,0.03
95,0.037119556218385696,0.02
96,0.013410008512437344,0.01
97,0.03963422775268555,0.01
98,0.0436878576874733,0.05
99,0.03366576507687569,0.03
100,0.018923765048384666,0.02
101,0.02431930974125862,0.02
102,0.011273273266851902,0.01
103,0.3324609398841858,0.4
104,0.0572509802877903,0.05
105,0.01732727512717247,0.03
106,0.008412466384470463,0.03
107,0.06228933110833168,0.03
108,0.007829301059246063,0.05
109,0.034644030034542084,0.03
110,0.03806256875395775,0.03
111,0.027260230854153633,0.03
112,0.05339499190449715,0.05
113,0.04418860003352165,0.05
114,0.0587012842297554,0.05
115,0.03800781071186066,0.08
116,0.05660558119416237,0.05
117,0.02657347172498703,0.05
118,0.06755277514457703,0.05
119,0.03468581661581993,0.04
120,0.007769178133457899,0.02
121,0.0008871550671756268,0.03
122,0.07527606189250946,0.08
123,0.024007467553019524,0.05
124,-0.005685849580913782,0.02
125,0.03910929337143898,0.02
126,0.008696249686181545,0.03
127,0.04174134507775307,0.08
128,0.0482296384871006,0.05
129,0.06698325276374817,0.05
130,0.05157623812556267,0.13
131,0.06704003363847733,0.08
132,0.13410142064094543,0.13
133,0.16306085884571075,0.13
134,0.1941046565771103,0.13
135,0.05024941638112068,0.05
136,0.03352377191185951,0.08
137,0.07115234434604645,0.01
138,0.01392125990241766,0.05
139,0.009802243672311306,0.01
140,0.19836017489433289,0.13
141,0.11548752337694168,0.13
142,0.10921898484230042,0.2
143,0.15641604363918304,0.13
144,0.016031447798013687,0.05
145,0.04473461955785751,0.08
146,0.11962933093309402,0.13
147,0.18399903178215027,0.2
148,0.061549726873636246,0.03
149,0.030044682323932648,0.05
150,0.03714267536997795,0.03
151,0.060430992394685745,0.08
152,0.03665992245078087,0.02
153,0.001166589092463255,0.02
154,0.020242709666490555,0.05
155,0.01878000795841217,0.03
156,0.11271962523460388,0.13
157,0.12456761300563812,0.2
158,0.1402159333229065,0.13
159,0.20375224947929382,0.2
160,0.01230499055236578,0.03
161,0.008993265219032764,0.03
162,0.07013353705406189,0.2
163,0.057060543447732925,0.05
164,0.03830128535628319,0.03
165,0.04683150723576546,0.02
166,0.02340513840317726,0.01
167,0.07437698543071747,0.13
168,0.08168236911296844,0.13
169,0.04109387472271919,0.03
170,0.044865015894174576,0.03
171,0.13470444083213806,0.13
172,0.34036409854888916,0.4
173,0.09406183660030365,0.13
174,0.0850142315030098,0.13
175,0.1388104110956192,0.13
176,0.04279369115829468,0.08
177,0.09072795510292053,0.08
178,0.05486295372247696,0.05
179,0.06989520788192749,0.08
180,0.03137296438217163,0.05
181,0.0339239276945591,0.03
182,0.007908823899924755,0.05
183,0.08785250782966614,0.08
184,0.041694656014442444,0.08
185,0.0022237333469092846,0.01
186,0.03927873820066452,0.02
187,0.0012159901671111584,0.02
188,0.08470679819583893,0.05
189,0.3106823265552521,0.4
190,0.16894923150539398,0.2
191,0.08480668067932129,0.13
192,0.013737752102315426,0.01
193,0.3599368631839752,0.4
194,0.14167708158493042,0.01
195,0.05724663287401199,0.13
196,0.026862196624279022,0.02
197,0.05932494252920151,0.13
198,0.04080871865153313,0.03
199,0.03459485247731209,0.03
200,0.0352325513958931,0.08
201,-0.0026608468033373356,0.02
202,0.006832288112491369,0.02
203,0.019573532044887543,0.02
204,0.06755838543176651,0.05
205,0.02439241297543049,0.02
206,0.02427157759666443,0.02
207,0.014052039943635464,0.01
208,0.0464426688849926,0.01
209,-0.0025522434152662754,0.01
210,0.05130143091082573,0.02
211,0.024715259671211243,0.02
212,0.0009588426910340786,0.02
213,0.06141704320907593,0.05
214,0.002463820856064558,0.01
215,0.013211528770625591,0.01
216,0.009119621478021145,0.01
217,0.04040582850575447,0.01
218,0.0343126505613327,0.02
219,0.019871260970830917,0.01
220,0.041092511266469955,0.03
221,0.039488013833761215,0.03
222,0.03846880421042442,0.01
223,0.05829320102930069,0.08
224,0.02571403607726097,0.02
225,-0.0046891444362699986,0.02
226,0.016231827437877655,0.02
227,-0.02291697822511196,0.02
228,0.008570934645831585,0.05
229,0.048384059220552444,0.03
230,0.060154885053634644,0.02
231,0.01278629619628191,0.02
232,0.035296421498060226,0.02
233,0.03505195304751396,0.02
234,0.024757113307714462,0.02
235,0.010373509488999844,0.02
236,0.008635020814836025,0.03
237,0.04155505821108818,0.03
238,-0.028268205001950264,0.01
239,-0.051927413791418076,0.01
240,0.028012355789542198,0.03
241,0.023397091776132584,0.01
242,0.03949592635035515,0.02
243,0.03751292824745178,0.01
244,0.022408731281757355,0.03
245,0.02509625442326069,0.03
246,0.0390891395509243,0.03
247,0.03377479687333107,0.03
248,0.03149539232254028,0.03
249,0.0410812571644783,0.08
250,-0.011197791434824467,0.01
251,0.04702020809054375,0.01
252,0.01771794632077217,0.03
253,-0.005205921363085508,0.02
254,0.004915292840451002,0.03
255,0.02739180624485016,0.01
256,0.0021368875168263912,0.01
257,-0.031778816133737564,0.01
258,0.001970652025192976,0.01
259,-0.012938505969941616,0.01
260,0.011249714531004429,0.01
261,0.031044652685523033,0.05
262,0.05269061028957367,0.05
263,0.05933910980820656,0.01
264,0.011893960647284985,0.01
265,0.02197333052754402,0.01
266,0.050235528498888016,0.01
267,0.01653129793703556,0.02
268,0.0694754421710968,0.08
269,0.1378512978553772,0.08
270,0.06682537496089935,0.08
271,0.06325694918632507,0.05
272,-0.019433796405792236,0.02
273,-0.0018445891328155994,0.01
274,0.033823177218437195,0.03
275,0.012897931970655918,0.03
276,0.008861198090016842,0.03
277,0.05400976166129112,0.05
278,0.04102122411131859,0.01
279,0.09084932506084442,0.4
280,0.1758728325366974,0.08
281,-0.005965613294392824,0.01
282,0.04633713886141777,0.02
283,-0.011687320657074451,0.01
284,0.021280303597450256,0.01
285,0.0021358500234782696,0.01
286,0.055778998881578445,0.08
287,0.04155534878373146,0.05
288,0.07301920652389526,0.05
289,0.03342900797724724,0.02
290,-0.014421193860471249,0.01
291,0.014943749643862247,0.03
292,0.006179037969559431,0.03
293,0.04261134937405586,0.02
294,0.039312053471803665,0.05
295,0.03341789171099663,0.03
296,0.11282593756914139,0.13
297,-0.009365047328174114,0.01
298,0.03235558792948723,0.01
299,0.015584788285195827,0.01
300,0.028047535568475723,0.03
301,0.023884152993559837,0.01
302,0.01870664581656456,0.02
303,0.04204293712973595,0.02
304,0.019353868439793587,0.02
305,0.016327910125255585,0.01
306,0.032025035470724106,0.01
307,0.025084497407078743,0.03
308,0.043830450624227524,0.05
