,Predictions,True labels
0,0.135920450091362,0.03
1,0.038239967077970505,0.08
2,0.09433236718177795,0.05
3,0.061138298362493515,0.03
4,0.06941312551498413,0.08
5,0.07187524437904358,0.03
6,0.1720801144838333,0.2
7,0.035021811723709106,0.03
8,0.06273110955953598,0.05
9,0.31563979387283325,0.4
10,0.05622883886098862,0.08
11,0.03478468209505081,0.03
12,0.05057379975914955,0.03
13,0.04410718381404877,0.03
14,0.019009923562407494,0.02
15,0.10580607503652573,0.13
16,0.06695321202278137,0.05
17,0.06022659316658974,0.03
18,0.04688778519630432,0.05
19,0.0751611515879631,0.2
20,0.15096108615398407,0.2
21,0.046605803072452545,0.01
22,0.06617134809494019,0.03
23,0.05843516066670418,0.03
24,0.02908400259912014,0.08
25,0.06619450449943542,0.13
26,0.11559102684259415,0.08
27,0.052155982702970505,0.03
28,0.11944466084241867,0.13
29,0.11490050703287125,0.13
30,0.09262735396623611,0.05
31,0.08696052432060242,0.08
32,0.15301474928855896,0.13
33,0.03850267082452774,0.01
34,0.28542017936706543,0.4
35,0.04407348483800888,0.05
36,0.12284436821937561,0.03
37,0.057921186089515686,0.03
38,0.0796419009566307,0.13
39,0.058661770075559616,0.01
40,0.02190966159105301,0.08
41,0.02929689735174179,0.05
42,0.04752999544143677,0.02
43,0.0725499838590622,0.08
44,0.0700167715549469,0.03
45,0.05790354683995247,0.03
46,0.052634742110967636,0.03
47,0.0535491481423378,0.05
48,0.08300404995679855,0.05
49,0.06183679774403572,0.05
50,0.07079830020666122,0.08
51,0.05355839803814888,0.02
52,0.08472331613302231,0.13
53,0.06702698022127151,0.08
54,0.01643727719783783,0.02
55,0.04914280027151108,0.03
56,0.04576827958226204,0.03
57,0.09143722057342529,0.08
58,0.10866974294185638,0.13
59,0.04560985416173935,0.08
60,0.06922366470098495,0.05
61,0.01577954739332199,0.01
62,0.06082054227590561,0.05
63,0.07171197235584259,0.03
64,0.06404389441013336,0.05
65,0.061015091836452484,0.05
66,0.1028674840927124,0.13
67,0.032389119267463684,0.05
68,0.04578877612948418,0.05
69,0.11451838165521622,0.13
70,0.07283585518598557,0.28
71,0.04561641439795494,0.02
72,0.11714672297239304,0.05
73,0.12214911729097366,0.08
74,0.057725608348846436,0.03
75,0.02148219756782055,0.02
76,0.2620524764060974,0.4
77,0.024078072980046272,0.02
78,0.0522620715200901,0.02
79,0.07010544836521149,0.08
80,0.04609235003590584,0.08
81,0.09320276230573654,0.13
82,0.010034601204097271,0.01
83,0.09773683547973633,0.08
84,0.08364898711442947,0.08
85,0.04119701310992241,0.08
86,0.08047087490558624,0.08
87,0.05825478211045265,0.13
88,0.09042138606309891,0.2
89,0.06658302992582321,0.03
90,0.062253884971141815,0.05
91,0.04946768656373024,0.05
92,0.05508040636777878,0.08
93,0.14222221076488495,0.13
94,0.020290464162826538,0.03
95,0.05808328092098236,0.05
96,0.04011744260787964,0.03
97,0.10956250131130219,0.13
98,0.10657980293035507,0.05
99,0.09729038923978806,0.13
100,0.049971651285886765,0.05
101,0.03595832735300064,0.01
102,0.00708831986412406,0.02
103,0.03490222617983818,0.02
104,0.006962498649954796,0.02
105,0.06945817917585373,0.13
106,0.08764567971229553,0.08
107,0.044872935861349106,0.03
108,0.05227687954902649,0.05
109,0.10416295379400253,0.2
110,0.17499040067195892,0.13
111,0.1453770399093628,0.2
112,0.10398411750793457,0.13
113,0.13437925279140472,0.2
114,0.014772888273000717,0.02
115,0.029114453122019768,0.03
116,0.02722284197807312,0.03
117,0.03922326862812042,0.05
118,0.057372018694877625,0.03
119,0.10003699362277985,0.05
120,0.055988866835832596,0.08
121,0.035525985062122345,0.05
122,0.005603843834251165,0.01
123,0.06633318960666656,0.01
124,0.08092662692070007,0.08
125,0.10369740426540375,0.13
126,0.04244372993707657,0.01
127,0.03917282819747925,0.02
128,0.03284507989883423,0.08
129,0.010103647597134113,0.03
130,0.04447830840945244,0.03
131,0.06681058555841446,0.05
132,0.07216964662075043,0.05
133,0.03430134057998657,0.13
134,0.08060705661773682,0.05
135,0.06459470093250275,0.08
136,0.03814465552568436,0.05
137,0.031228531152009964,0.01
138,0.08740337193012238,0.05
139,0.1168127954006195,0.13
140,0.055754248052835464,0.05
141,0.13505369424819946,0.13
142,0.10278929769992828,0.08
143,0.3037317991256714,0.4
144,0.10772593319416046,0.08
145,0.0663011372089386,0.03
146,0.030744392424821854,0.03
147,0.06251854449510574,0.08
148,0.021035119891166687,0.03
149,0.05964510515332222,0.02
150,0.04750038683414459,0.08
