,Predictions,True labels
0,0.021333273500204086,0.01
1,0.044728949666023254,0.03
2,0.07376161962747574,0.16
3,0.05225467309355736,0.08
4,0.059244461357593536,0.05
5,0.05615764111280441,0.03
6,0.04387601464986801,0.03
7,0.0476745069026947,0.03
8,0.04150987043976784,0.07
9,0.06377867609262466,0.13
10,0.05861051008105278,0.08
11,0.052724093198776245,0.13
12,0.00856438186019659,0.02
13,0.043430522084236145,0.03
14,0.03922922536730766,0.02
15,0.0366881899535656,0.05
16,0.026093412190675735,0.01
17,0.02610698714852333,0.01
18,0.031011594459414482,0.01
19,0.02663685940206051,0.03
20,0.014301841147243977,0.01
21,0.018883056938648224,0.01
22,0.02426804229617119,0.01
23,0.023635193705558777,0.01
24,0.027322866022586823,0.01
25,0.03936746343970299,0.03
26,0.0341511070728302,0.03
27,0.03366018831729889,0.01
28,0.010431488044559956,0.01
29,0.055597126483917236,0.03
30,0.024302886798977852,0.01
31,0.01707923598587513,0.02
32,0.0283089280128479,0.03
33,0.019910182803869247,0.01
34,0.009319953620433807,0.01
35,0.01901860162615776,0.02
36,0.018270131200551987,0.01
37,0.029857894405722618,0.01
38,0.06910362094640732,0.16
39,0.03040033020079136,0.02
40,0.023511510342359543,0.01
41,0.0320889838039875,0.02
42,0.048640038818120956,0.08
43,0.046273548156023026,0.03
44,0.06067628413438797,0.08
45,0.03592049703001976,0.02
46,0.023249264806509018,0.02
47,0.001624210854060948,0.01
48,0.02103329822421074,0.01
49,0.009700401686131954,0.02
50,0.04344264417886734,0.03
51,0.023283347487449646,0.04
52,0.02542964741587639,0.01
53,0.01642634905874729,0.01
54,0.009165414609014988,0.01
55,0.022516734898090363,0.01
56,0.03219752386212349,0.02
57,0.03334042429924011,0.03
58,0.030370503664016724,0.01
59,0.007738687098026276,0.01
60,0.03916554898023605,0.05
61,0.02895764261484146,0.02
62,0.04278376325964928,0.01
63,0.04282243549823761,0.05
64,0.02293306216597557,0.04
65,0.028177591040730476,0.03
66,0.008798211812973022,0.01
67,0.011926456354558468,0.01
68,0.058152783662080765,0.05
69,0.02587597444653511,0.03
70,0.01809031516313553,0.01
71,0.019991109147667885,0.01
72,0.02026609145104885,0.01
73,0.009761943481862545,0.01
74,0.053017374128103256,0.02
75,0.05341441556811333,0.03
76,0.03136928752064705,0.03
77,0.020750325173139572,0.01
78,0.012706300243735313,0.03
79,-0.006738978438079357,0.01
80,0.0027863802388310432,0.01
81,0.0311745535582304,0.01
82,0.0012954325648024678,0.01
83,0.007070957683026791,0.02
84,0.02077198028564453,0.02
85,0.043775904923677444,0.04
86,0.020097043365240097,0.01
87,0.015531156212091446,0.01
88,0.022618915885686874,0.02
89,0.015274087898433208,0.01
90,0.01719064451754093,0.01
91,0.02219421975314617,0.01
92,0.02667367272078991,0.01
93,0.026354366913437843,0.01
94,0.07072319090366364,0.16
95,0.03432779014110565,0.01
96,0.01941448450088501,0.01
97,0.016015665605664253,0.01
98,0.019509103149175644,0.01
99,0.02260471321642399,0.01
100,0.010612704791128635,0.01
101,0.09113612771034241,0.13
102,0.07465975731611252,0.13
103,0.023189200088381767,0.01
104,0.03866565227508545,0.02
105,0.02469576708972454,0.01
106,0.015699902549386024,0.01
107,0.020739015191793442,0.01
108,0.033071693032979965,0.01
109,0.0031657125800848007,0.01
110,0.021455558016896248,0.01
111,0.009246149100363255,0.01
112,0.038452863693237305,0.05
113,0.014184786938130856,0.01
114,0.023440763354301453,0.01
115,0.026560017839074135,0.05
116,-0.0024187862873077393,0.01
117,0.014610743150115013,0.01
118,0.006455710157752037,0.01
119,0.007215699180960655,0.01
120,0.014180469326674938,0.01
121,-0.007161117158830166,0.01
122,0.04004381224513054,0.03
123,0.028022026643157005,0.01
124,0.035312093794345856,0.01
125,0.01735018566250801,0.03
126,0.03972874581813812,0.08
127,0.02661680057644844,0.01
128,0.023485565558075905,0.01
129,0.013396079652011395,0.01
130,0.04083922877907753,0.01
131,0.05801121145486832,0.08
132,0.03437705338001251,0.04
133,0.017907366156578064,0.02
134,0.011993726715445518,0.01
135,0.024319985881447792,0.01
136,0.019781552255153656,0.02
137,0.01991705596446991,0.01
138,0.011623525992035866,0.02
139,0.031817350536584854,0.03
140,0.03215758502483368,0.05
141,0.03326469659805298,0.05
142,0.012249727733433247,0.01
143,0.020887505263090134,0.01
144,0.01230333186686039,0.01
145,0.018407631665468216,0.03
146,0.016673080623149872,0.01
147,0.009161848574876785,0.01
148,0.029492035508155823,0.01
149,0.006203914992511272,0.01
150,0.041273802518844604,0.05
151,0.025135699659585953,0.01
152,0.02757628634572029,0.03
153,0.037749502807855606,0.01
154,0.030932871624827385,0.02
155,0.029272546991705894,0.03
156,0.027797341346740723,0.02
157,0.02016001008450985,0.01
158,0.008411962538957596,0.01
159,0.03596459701657295,0.02
160,0.04023827239871025,0.02
161,0.025169745087623596,0.01
162,0.03116455115377903,0.01
163,0.005187611095607281,0.01
164,0.028448492288589478,0.01
165,0.018244381994009018,0.01
166,0.03713235631585121,0.04
167,0.009256917983293533,0.01
168,0.0471961572766304,0.03
169,0.02948029339313507,0.01
170,0.04050448164343834,0.03
171,0.023661775514483452,0.03
172,0.018657175824046135,0.02
173,0.04406197369098663,0.03
174,0.04375963285565376,0.05
175,0.024940215051174164,0.02
176,0.01114131510257721,0.01
177,0.018590129911899567,0.02
178,0.02779131755232811,0.03
179,0.0692993775010109,0.13
180,0.026386335492134094,0.01
181,0.030608568340539932,0.02
182,0.019657233729958534,0.01
183,0.028327692300081253,0.03
184,0.009014817886054516,0.01
185,0.0012671995209529996,0.01
186,0.028330743312835693,0.01
187,0.0038005830720067024,0.01
188,0.03021221235394478,0.01
189,0.010709145106375217,0.03
190,0.01478387787938118,0.01
191,0.016161957755684853,0.01
192,0.02205902710556984,0.01
193,0.01121459063142538,0.01
194,0.01998613402247429,0.01
195,0.017908774316310883,0.01
196,0.025819197297096252,0.02
197,0.02455056458711624,0.04
198,0.04691597819328308,0.05
199,0.03597042337059975,0.05
200,0.03867405652999878,0.02
201,0.02699960768222809,0.01
202,0.023180484771728516,0.01
203,0.03585869446396828,0.02
204,0.022361012175679207,0.02
205,0.021819140762090683,0.01
206,0.024540679529309273,0.02
207,0.02391805499792099,0.03
208,0.025645921006798744,0.04
209,0.023636389523744583,0.05
210,0.022463776171207428,0.05
211,0.027456536889076233,0.04
212,0.032844215631484985,0.03
213,0.028848376125097275,0.02
214,0.01874620094895363,0.03
215,0.03720651939511299,0.05
216,0.04367474094033241,0.05
217,0.028734667226672173,0.02
218,0.002079026773571968,0.01
219,0.03134116157889366,0.01
220,0.015427522361278534,0.01
221,0.017062872648239136,0.05
222,0.02110264077782631,0.01
223,0.024767804890871048,0.01
224,0.01540363859385252,0.01
225,0.02827908843755722,0.02
226,0.029491782188415527,0.05
227,0.014606674201786518,0.01
228,0.003925754688680172,0.01
229,0.02251497283577919,0.01
230,0.019875794649124146,0.02
231,0.017386477440595627,0.01
232,-0.0008080498082563281,0.01
233,0.029716145247220993,0.03
234,0.029328694567084312,0.01
235,0.027689408510923386,0.01
236,0.03691393882036209,0.01
237,0.019417081028223038,0.01
238,0.02689819037914276,0.01
