,Predictions,True labels
0,0.046083930879831314,0.05
1,0.09974208474159241,0.08
2,0.10030867159366608,0.08
3,0.10231295228004456,0.13
4,0.06644982099533081,0.08
5,0.1182156652212143,0.13
6,0.07553564757108688,0.08
7,0.06376945227384567,0.08
8,0.3339826464653015,0.4
9,0.09762663394212723,0.13
10,0.06024789810180664,0.13
11,0.04919947683811188,0.08
12,0.07080788165330887,0.08
13,0.04471336677670479,0.05
14,0.05825592577457428,0.01
15,0.08892719447612762,0.13
16,0.052125316113233566,0.13
17,0.1572163701057434,0.2
18,0.052236009389162064,0.05
19,0.07037609070539474,0.05
20,0.09872032701969147,0.05
21,0.12262433767318726,0.08
22,0.0736030787229538,0.08
23,0.05168149992823601,0.05
24,0.10695486515760422,0.01
25,0.1373048722743988,0.2
26,0.03887725993990898,0.01
27,0.11740145832300186,0.08
28,0.05732535570859909,0.05
29,0.04704819619655609,0.05
30,0.0464668869972229,0.01
31,0.06135907769203186,0.01
32,0.0743100717663765,0.2
33,0.10395240038633347,0.13
34,0.05952432006597519,0.01
35,0.07446877658367157,0.01
36,0.01805865205824375,0.01
37,0.06815307587385178,0.01
38,0.05509347841143608,0.01
39,0.050355903804302216,0.01
40,0.08263175934553146,0.08
41,0.06812820583581924,0.01
42,0.092539481818676,0.08
43,0.0500984862446785,0.01
44,0.0135833490639925,0.01
45,0.0379645898938179,0.01
46,-0.02000887133181095,0.01
47,0.027616335079073906,0.01
48,0.06015576794743538,0.01
49,0.016107453033328056,0.01
50,0.04454188048839569,0.01
51,0.04906182363629341,0.01
52,0.06179078668355942,0.01
53,0.06760792434215546,0.08
54,0.05694136396050453,0.01
55,0.033283770084381104,0.01
56,0.0791655108332634,0.01
57,0.051455769687891006,0.01
58,0.03186626732349396,0.01
59,0.050874266773462296,0.08
60,0.08368803560733795,0.01
61,0.03468573838472366,0.01
62,0.07207974046468735,0.01
63,0.07981467992067337,0.05
64,0.04545002430677414,0.01
65,0.14944270253181458,0.13
66,0.04935511201620102,0.08
67,0.13496296107769012,0.2
68,0.05848739296197891,0.01
69,0.06918776780366898,0.01
70,0.08307142555713654,0.01
71,0.09126928448677063,0.08
72,0.12115388363599777,0.13
73,0.04008575528860092,0.01
74,0.0313844196498394,0.01
75,0.11250718683004379,0.2
76,0.02520616538822651,0.01
77,0.1117999479174614,0.2
78,0.051751185208559036,0.01
79,0.08481784164905548,0.01
80,0.10233958810567856,0.13
81,0.07262369245290756,0.08
82,0.08134232461452484,0.13
83,0.1820119023323059,0.2
84,0.061959363520145416,0.08
85,0.06091650575399399,0.08
86,0.03854929655790329,0.01
87,0.06208882853388786,0.05
88,0.07690761238336563,0.01
89,0.0648198351264,0.01
90,0.051139697432518005,0.01
91,0.058424513787031174,0.08
92,0.04725313559174538,0.01
93,0.08945100754499435,0.01
94,0.06017225980758667,0.01
95,0.10946840047836304,0.13
96,0.05687766522169113,0.01
97,0.06207958608865738,0.01
98,0.0871696025133133,0.08
99,0.10560578852891922,0.08
100,0.007964671589434147,0.01
101,0.13445447385311127,0.08
102,0.07487946003675461,0.05
103,0.04797638580203056,0.05
104,0.18772932887077332,0.4
105,0.10924835503101349,0.13
106,0.13900980353355408,0.21
107,0.14721834659576416,0.21
108,0.06218018755316734,0.08
109,0.08458038419485092,0.13
110,0.08200842887163162,0.13
111,0.08203616738319397,0.01
112,0.1322697550058365,0.13
113,0.15339145064353943,0.2
114,0.05057823657989502,0.08
115,0.03530752658843994,0.01
116,0.1266435980796814,0.08
117,0.013365142047405243,0.01
118,0.07627324014902115,0.05
119,0.08148367702960968,0.05
120,0.08825815469026566,0.01
121,0.12618699669837952,0.08
122,0.0502975732088089,0.01
123,0.09304657578468323,0.05
124,0.09778284281492233,0.08
125,0.08697988092899323,0.05
126,0.12647975981235504,0.08
127,-0.007486213464289904,0.01
128,0.01231329794973135,0.01
129,0.0694984421133995,0.01
130,0.09980423748493195,0.08
131,0.07179760187864304,0.05
132,0.132721945643425,0.01
133,0.08829041570425034,0.08
134,0.03665928915143013,0.01
135,0.052937477827072144,0.01
136,0.07910517603158951,0.08
137,0.11541389673948288,0.13
138,0.0422079972922802,0.01
139,0.2148568332195282,0.2
140,0.05004928261041641,0.01
141,0.04236140474677086,0.08
142,-0.006347255315631628,0.01
143,0.06375639885663986,0.05
144,0.08573901653289795,0.01
145,0.04850266873836517,0.03
146,0.04168305918574333,0.01
147,0.08206725120544434,0.08
148,0.017569197341799736,0.01
149,0.1186491921544075,0.13
150,0.10213716328144073,0.08
151,0.0930202454328537,0.08
152,0.0743536576628685,0.01
153,0.10760912299156189,0.01
154,0.02657301537692547,0.02
155,0.08630086481571198,0.03
156,0.04283856600522995,0.05
157,0.01765228621661663,0.01
158,0.10744179785251617,0.08
159,0.09064139425754547,0.08
160,0.08890856057405472,0.05
161,0.06669661402702332,0.05
162,0.19276253879070282,0.2
163,0.12800951302051544,0.13
164,0.09166215360164642,0.05
165,0.07168380916118622,0.03
166,0.0833636149764061,0.13
167,0.04045794904232025,0.05
168,0.09271904826164246,0.05
169,0.0683043822646141,0.08
170,0.13372057676315308,0.13
171,0.08385313302278519,0.08
172,0.09284206479787827,0.08
173,0.2852238416671753,0.4
174,0.06043098494410515,0.05
175,0.12134217470884323,0.13
176,0.06865042448043823,0.08
177,0.07114194333553314,0.08
178,0.09166926145553589,0.08
179,0.0794227346777916,0.02
180,0.1336846500635147,0.13
181,0.0464860275387764,0.05
182,0.06877005845308304,0.01
183,0.08837267756462097,0.08
184,0.12875282764434814,0.13
185,0.07911040633916855,0.08
186,0.08935660123825073,0.05
187,0.1180277019739151,0.08
188,0.10237647593021393,0.08
189,0.1044829711318016,0.08
190,0.09605860710144043,0.08
191,0.08008021116256714,0.05
192,0.08187145739793777,0.01
193,0.1518634557723999,0.08
194,0.07887426763772964,0.05
195,0.0988166406750679,0.08
196,0.06310006231069565,0.01
197,0.06064224988222122,0.02
198,0.07973652333021164,0.05
199,0.10493539273738861,0.13
200,0.10398735851049423,0.03
201,0.06674249470233917,0.05
202,0.10053995251655579,0.05
203,0.0750708132982254,0.13
204,0.133481964468956,0.2
205,0.10188395529985428,0.08
206,0.11982575803995132,0.08
207,0.09915994107723236,0.08
208,0.14229397475719452,0.2
209,0.09661103785037994,0.13
210,0.12275488674640656,0.13
211,0.08578231930732727,0.13
212,0.08175699412822723,0.13
213,0.08683808892965317,0.08
214,0.08010290563106537,0.08
215,0.08975743502378464,0.08
216,0.0016572547610849142,0.02
217,0.009931868873536587,0.02
218,0.0117900799959898,0.02
219,0.0065462966449558735,0.02
220,6.0345504607539624e-05,0.02
221,0.007952247746288776,0.02
222,0.0020190407522022724,0.02
223,-0.0010190154425799847,0.02
224,0.0071935332380235195,0.02
225,0.01218641921877861,0.02
226,0.006463967263698578,0.02
227,0.008188067935407162,0.02
228,0.010516033507883549,0.02
229,-0.0010467167012393475,0.02
230,0.010743441060185432,0.02
231,0.005799597594887018,0.02
232,0.01530746091157198,0.02
233,0.003926992882043123,0.02
234,0.003910987637937069,0.02
235,0.0052029844373464584,0.02
236,0.006983437575399876,0.02
237,0.002082390943542123,0.02
238,0.005717512685805559,0.02
239,-0.0016625314019620419,0.02
240,0.004561625886708498,0.02
241,0.034462615847587585,0.02
242,0.003384162439033389,0.02
243,0.005569436587393284,0.02
244,0.018729737028479576,0.02
245,-0.0047856708988547325,0.02
246,0.018961044028401375,0.02
247,0.07064572721719742,0.08
248,0.1553681194782257,0.13
249,0.07503372430801392,0.08
250,0.1936284899711609,0.2
251,0.09327846765518188,0.08
252,0.11897268146276474,0.13
253,0.13114124536514282,0.13
254,0.09169447422027588,0.05
255,0.07810278236865997,0.08
256,0.049583278596401215,0.03
257,0.129426509141922,0.21
258,0.19645902514457703,0.13
259,0.22671903669834137,0.4
260,0.3930545151233673,0.4
261,0.15735647082328796,0.2
262,0.12584613263607025,0.08
263,0.09530355781316757,0.08
264,0.12189720571041107,0.08
265,0.14131402969360352,0.08
266,0.08386765420436859,0.08
267,0.10053899139165878,0.08
268,0.05833189934492111,0.05
269,0.050856608897447586,0.05
270,0.09462623298168182,0.13
271,0.10287743806838989,0.03
272,0.13234589993953705,0.08
273,0.11926761269569397,0.13
274,0.10718435794115067,0.2
275,0.14382222294807434,0.13
276,0.08263032138347626,0.03
277,0.11442868411540985,0.13
278,0.05442390590906143,0.03
279,0.052149105817079544,0.05
280,0.07939612120389938,0.13
281,0.1025938093662262,0.05
282,0.04505184292793274,0.01
283,0.05061846598982811,0.05
284,0.08425767719745636,0.13
285,0.176001638174057,0.2
286,0.09980311989784241,0.08
287,0.15621766448020935,0.13
288,0.09811098128557205,0.13
289,0.1119055524468422,0.13
290,0.06646092236042023,0.05
291,0.08201310783624649,0.08
292,0.09452841430902481,0.08
293,0.08236042410135269,0.08
294,0.0809103474020958,0.08
295,0.10376516729593277,0.2
296,0.04646967351436615,0.02
297,0.12956072390079498,0.13
298,0.09045330435037613,0.08
299,0.07476529479026794,0.03
300,0.07755596935749054,0.05
301,0.09370292723178864,0.13
302,0.0452367402613163,0.08
303,0.10962466895580292,0.08
304,0.06081956624984741,0.05
305,0.05702538043260574,0.05
306,0.09476808458566666,0.08
307,0.05984531715512276,0.08
308,0.16891612112522125,0.13
309,0.11290328949689865,0.2
310,0.10404470562934875,0.13
311,0.1261923462152481,0.2
312,0.06876663863658905,0.13
313,0.07520413398742676,0.05
314,0.07724296301603317,0.08
315,0.15132968127727509,0.13
316,0.10182236135005951,0.05
317,0.07138683646917343,0.13
318,0.06874483078718185,0.03
319,0.06644734740257263,0.08
320,0.10236215591430664,0.08
321,0.14501404762268066,0.13
322,0.10473615676164627,0.08
323,0.09509210288524628,0.13
324,0.07508549094200134,0.13
325,0.06228286027908325,0.03
326,0.06628195941448212,0.05
327,0.07862301170825958,0.05
328,0.11930663883686066,0.08
329,0.04933904483914375,0.05
330,0.059064075350761414,0.02
331,0.05438811331987381,0.08
332,0.07135482877492905,0.05
333,0.07794669270515442,0.13
334,0.117568239569664,0.13
335,0.07200217247009277,0.05
336,0.0909065306186676,0.07
337,0.11594313383102417,0.13
338,0.09107200056314468,0.13
339,0.05175274610519409,0.05
340,0.055175911635160446,0.03
341,0.0645650252699852,0.05
342,0.06742602586746216,0.02
343,0.03758838027715683,0.05
344,0.09990521520376205,0.08
345,0.0705297663807869,0.08
346,0.191527858376503,0.2
347,0.09668032079935074,0.08
348,0.19789345562458038,0.13
349,0.09283747524023056,0.08
350,0.13515664637088776,0.08
351,0.13671371340751648,0.05
352,0.04248039796948433,0.03
353,0.04944493621587753,0.03
354,0.12389631569385529,0.13
355,0.09620774537324905,0.08
356,0.10532395541667938,0.08
357,0.10977724194526672,0.08
358,0.11623330414295197,0.08
359,0.11115387082099915,0.13
360,0.10874730348587036,0.08
361,0.0860598087310791,0.08
362,0.1335577666759491,0.13
363,0.10358311980962753,0.08
364,0.07820957899093628,0.03
365,0.10208781063556671,0.08
366,0.060614362359046936,0.08
367,0.07910654693841934,0.03
368,0.07181824743747711,0.05
369,0.07178191095590591,0.05
370,0.023126157000660896,0.03
371,0.12293186783790588,0.08
372,0.08028684556484222,0.13
373,0.06541379541158676,0.08
374,0.10855124890804291,0.08
375,0.09515364468097687,0.02
376,0.08639839291572571,0.13
377,0.04699171334505081,0.03
378,0.09923441708087921,0.13
379,0.07707159221172333,0.05
380,0.08704431354999542,0.08
381,0.07686780393123627,0.13
382,0.07129418849945068,0.08
383,0.06890667974948883,0.13
384,0.039486728608608246,0.03
385,0.07138150185346603,0.13
386,0.12885704636573792,0.08
387,0.06024135649204254,0.08
388,0.05969969183206558,0.05
389,0.1310664415359497,0.08
390,0.07297156006097794,0.08
391,0.06220923364162445,0.05
392,0.14262670278549194,0.13
393,0.0693228617310524,0.05
394,0.06335294246673584,0.08
395,0.03163525462150574,0.02
396,0.06338236480951309,0.08
397,0.10139510035514832,0.08
398,0.040724314749240875,0.03
399,0.06868842244148254,0.08
400,0.05821278691291809,0.08
401,0.07085715979337692,0.08
402,0.1589934527873993,0.13
403,0.11271459609270096,0.08
404,0.08989819139242172,0.13
405,0.08514784276485443,0.13
406,0.10148574411869049,0.13
407,0.06893162429332733,0.08
408,0.06903663277626038,0.08
409,0.08440908044576645,0.08
410,0.05452696606516838,0.05
411,0.07926760613918304,0.08
412,0.046694494783878326,0.08
413,0.08824613690376282,0.08
414,0.10261362791061401,0.08
415,0.07665380835533142,0.08
416,0.12379374355077744,0.08
417,0.11230567842721939,0.08
418,0.17508812248706818,0.2
419,0.11934977024793625,0.13
420,0.13134407997131348,0.13
421,0.1292766034603119,0.05
422,0.18555080890655518,0.2
423,0.0977657288312912,0.08
424,0.1390962153673172,0.13
425,0.12726052105426788,0.2
426,0.1455736756324768,0.13
427,0.12278915196657181,0.13
428,0.16288430988788605,0.2
429,0.0891420766711235,0.08
430,0.03849106281995773,0.05
431,0.08495193719863892,0.13
432,0.06871265172958374,0.08
433,0.048290789127349854,0.08
434,0.11207672953605652,0.05
435,0.09807201474905014,0.05
436,0.07001951336860657,0.05
437,0.15166138112545013,0.13
438,0.12427884340286255,0.13
439,0.11527089774608612,0.13
440,0.05613010376691818,0.05
441,0.11887753009796143,0.13
442,0.08729753643274307,0.08
443,0.16760101914405823,0.13
444,0.14676012098789215,0.13
445,0.18418756127357483,0.2
446,0.11908438801765442,0.13
447,0.12740635871887207,0.05
448,0.11918788403272629,0.08
449,0.07096642255783081,0.08
450,0.0763225108385086,0.08
451,0.10052236169576645,0.13
452,0.08013224601745605,0.08
453,0.05985131859779358,0.08
454,0.0858255922794342,0.08
455,0.1071980893611908,0.08
456,0.0758209303021431,0.08
457,0.08369401842355728,0.08
458,0.09319628775119781,0.08
459,0.09275197982788086,0.05
460,0.1594560295343399,0.2
461,0.14286130666732788,0.2
462,0.09479179978370667,0.13
463,0.10123241692781448,0.13
464,0.0517553836107254,0.05
465,0.085806705057621,0.08
466,0.057138070464134216,0.08
467,0.07485955208539963,0.05
468,0.09942257404327393,0.05
469,0.05938073992729187,0.08
470,0.15159966051578522,0.2
471,0.06362423300743103,0.08
472,0.08163193613290787,0.03
473,0.07685840129852295,0.05
474,0.03886047750711441,0.08
475,0.09779946506023407,0.08
476,0.08424132317304611,0.13
477,0.1432783156633377,0.2
478,0.04588107019662857,0.05
479,0.13591217994689941,0.13
480,0.21276386082172394,0.2
481,0.03710788115859032,0.05
482,0.04801594093441963,0.08
483,0.06822238862514496,0.05
484,0.051059458404779434,0.05
485,0.06730342656373978,0.13
486,0.06113734096288681,0.05
487,0.0662669762969017,0.08
488,0.10751784592866898,0.13
489,0.06571502983570099,0.08
490,0.09664787352085114,0.08
491,0.08563937991857529,0.03
492,0.09618175774812698,0.08
493,0.10764401406049728,0.08
494,0.06555812805891037,0.08
495,0.10741309821605682,0.08
496,0.0919078066945076,0.13
497,0.06384094059467316,0.13
498,0.09015315771102905,0.13
499,0.0478394590318203,0.05
500,0.059044551104307175,0.05
501,0.07679925858974457,0.05
502,0.02921260893344879,0.13
503,0.08786746859550476,0.08
504,0.032333292067050934,0.08
505,0.07822263985872269,0.13
506,0.054962605237960815,0.13
507,0.07910855859518051,0.08
508,0.046448446810245514,0.05
509,0.06251267343759537,0.08
510,0.07905103266239166,0.08
511,0.1153336763381958,0.13
512,0.08681055158376694,0.08
513,0.09793703258037567,0.13
514,0.09833409637212753,0.13
515,0.1787872165441513,0.13
516,0.12318146228790283,0.13
517,0.05436791852116585,0.05
518,0.09093229472637177,0.08
519,0.0688176304101944,0.08
520,0.12278056144714355,0.13
521,0.06667055189609528,0.05
522,0.06731772422790527,0.13
523,0.12406555563211441,0.13
524,0.12374471127986908,0.08
525,0.11357410997152328,0.08
526,0.17679664492607117,0.13
527,0.1830121874809265,0.13
528,0.18435710668563843,0.2
529,0.1744781732559204,0.13
530,0.18633577227592468,0.13
531,0.1408504992723465,0.13
532,0.12661975622177124,0.13
533,0.07458604127168655,0.03
534,0.05854203924536705,0.05
535,0.06445928663015366,0.05
536,0.08139798045158386,0.08
537,0.10173624008893967,0.13
538,0.10409913212060928,0.13
539,0.09383882582187653,0.08
540,0.3551124036312103,0.4
541,0.0921444520354271,0.13
542,0.1209603026509285,0.13
543,0.06676603853702545,0.08
544,0.11612000316381454,0.08
545,0.08554577827453613,0.08
546,0.08318031579256058,0.05
547,0.07743337750434875,0.08
548,0.07416892051696777,0.08
549,0.11181192845106125,0.08
550,0.04537949338555336,0.05
551,0.09229642897844315,0.08
552,0.056632913649082184,0.05
553,0.04664549231529236,0.03
554,0.05564733222126961,0.08
555,0.09192565828561783,0.08
556,0.0504986047744751,0.03
557,0.31496426463127136,0.4
558,0.22963552176952362,0.2
559,0.15691156685352325,0.13
560,0.18457409739494324,0.13
561,0.25832656025886536,0.2
562,0.18041948974132538,0.13
563,0.20466569066047668,0.2
564,0.07110293209552765,0.03
565,0.10648471117019653,0.08
566,0.07522991299629211,0.08
567,0.04902037978172302,0.05
