1.0	1.4909803	0.49098027
3.0	2.11138	0.8886199
3.0	2.1216967	0.8783033
3.0	2.1978238	0.80217624
1.0	2.1783361	1.1783361
3.0	1.5467242	1.4532758
1.0	1.6657648	0.6657648
1.0	1.7555301	0.7555301
2.0	2.1953075	0.1953075
3.0	1.7793195	1.2206805
3.0	2.1658368	0.8341632
3.0	2.3044696	0.6955304
2.0	1.6861575	0.31384254
2.0	2.093507	0.09350705
1.0	2.111947	1.1119471
2.0	2.138726	0.138726
3.0	2.1470652	0.85293484
3.0	1.8607262	1.1392738
1.0	1.7102106	0.71021056
1.0	2.1036403	1.1036403
1.0	2.1747093	1.1747093
3.0	2.0946429	0.9053571
2.0	2.1783555	0.17835546
3.0	2.2427154	0.75728464
3.0	2.2430143	0.75698566
3.0	2.5073342	0.49266577
2.0	2.1600857	0.16008568
2.0	2.0795565	0.079556465
2.0	2.4669094	0.4669094
2.0	2.1875393	0.18753934
3.0	1.8686551	1.1313449
1.0	2.429377	1.4293771
2.0	2.3601208	0.36012077
2.0	2.1947584	0.19475842
3.0	2.4689424	0.5310576
3.0	2.1833699	0.8166301
1.0	1.7790346	0.7790346
3.0	2.2284756	0.7715244
2.0	1.8695648	0.13043523
1.0	1.2497516	0.24975157
1.0	1.4440448	0.44404483
3.0	2.1168084	0.8831916
3.0	2.1865957	0.8134043
2.0	2.0137472	0.013747215
3.0	2.4078577	0.59214234
3.0	2.576094	0.4239061
2.0	2.2081573	0.2081573
2.0	2.281736	0.2817359
3.0	1.8704811	1.1295189
3.0	2.1290596	0.87094045
2.0	1.4441857	0.55581427
2.0	2.0213897	0.021389723
3.0	2.237516	0.7624841
3.0	2.2826917	0.7173083
3.0	1.4929787	1.5070213
1.0	1.4672227	0.4672227
1.0	2.1889658	1.1889658
2.0	1.4331801	0.5668199
1.0	1.8355443	0.83554435
1.0	2.0451577	1.0451577
2.0	2.1865175	0.18651748
2.0	1.496694	0.50330603
1.0	1.5516243	0.5516243
3.0	1.7351419	1.2648581
1.0	2.007449	1.0074489
1.0	1.4518521	0.45185208
1.0	1.4123499	0.41234994
2.0	2.116475	0.116475105
1.0	1.4593017	0.4593017
2.0	2.20401	0.20401001
3.0	2.568661	0.43133903
2.0	2.358442	0.35844207
3.0	1.6595572	1.3404428
3.0	2.2344975	0.76550245
2.0	2.4928331	0.49283314
1.0	2.3849337	1.3849337
3.0	2.2641237	0.7358763
2.0	2.300566	0.30056596
2.0	1.8497876	0.1502124
3.0	2.331239	0.668761
1.0	2.327663	1.327663
2.0	2.2137628	0.21376276
3.0	1.605607	1.394393
1.0	1.7059772	0.7059772
1.0	2.2871218	1.2871218
3.0	1.6348901	1.3651099
2.0	2.2098475	0.20984745
1.0	1.6151524	0.61515236
1.0	1.6204753	0.6204753
1.0	1.735775	0.735775
1.0	1.4054054	0.4054054
1.0	1.4680055	0.46800554
2.0	1.5728065	0.42719352
1.0	1.9321532	0.9321532
1.0	2.0213897	1.0213897
1.0	2.066439	1.0664389
1.0	2.158328	1.158328
1.0	2.3025067	1.3025067
1.0	2.1628695	1.1628695
2.0	2.0612545	0.0612545
1.0	1.7089993	0.7089993
1.0	2.050469	1.0504689
1.0	2.133337	1.133337
1.0	2.2650847	1.2650847
2.0	1.4260161	0.5739839
3.0	2.0460892	0.9539108
1.0	2.1854894	1.1854894
2.0	2.0736165	0.073616505
3.0	2.241245	0.75875497
1.0	1.7045511	0.7045511
1.0	1.5127174	0.51271737
2.0	1.6279963	0.37200367
1.0	2.1364748	1.1364748
1.0	2.0495033	1.0495033
1.0	1.9578083	0.95780826
1.0	2.2022648	1.2022648
2.0	2.1963103	0.19631028
2.0	1.31933	0.68067
2.0	1.884051	0.115949035
2.0	2.134554	0.13455391
2.0	1.4484835	0.55151653
2.0	1.6196339	0.3803661
2.0	1.4627136	0.5372864
2.0	1.6738944	0.3261056
3.0	2.307117	0.692883
2.0	1.7223849	0.27761507
3.0	1.7760233	1.2239767
2.0	2.2587686	0.25876856
1.0	1.450521	0.450521
3.0	2.587044	0.412956
2.0	2.4726858	0.4726858
3.0	1.4530678	1.5469322
3.0	2.1692264	0.8307736
1.0	1.6009667	0.6009667
1.0	1.2817743	0.28177428
1.0	1.7004073	0.70040727
1.0	1.508903	0.508903
3.0	1.473307	1.526693
2.0	2.2383206	0.23832059
1.0	1.4449815	0.44498146
2.0	1.8124557	0.18754435
1.0	1.6113596	0.6113596
3.0	2.157519	0.8424809
2.0	2.3864284	0.38642836
3.0	2.0928793	0.9071207
2.0	2.182959	0.18295908
1.0	1.5490642	0.54906416
1.0	2.181771	1.181771
1.0	1.4299797	0.42997968
1.0	1.6030526	0.6030526
2.0	2.1237607	0.1237607
1.0	2.106348	1.106348
1.0	1.9285674	0.9285674
1.0	2.0666962	1.0666962
2.0	2.1923819	0.19238186
1.0	2.0197885	1.0197885
1.0	2.1475422	1.1475422
1.0	2.1054976	1.1054976
1.0	2.113118	1.1131179
1.0	1.6539255	0.65392554
2.0	2.1159878	0.11598778
1.0	1.8560401	0.8560401
1.0	1.4752697	0.47526968
1.0	2.4120855	1.4120855
1.0	1.6636908	0.6636908
1.0	1.7314905	0.7314905
1.0	1.402963	0.40296304
2.0	1.5238688	0.4761312
1.0	1.9578528	0.95785284
2.0	1.479987	0.520013
1.0	1.6546557	0.6546557
3.0	2.2073011	0.79269886
1.0	2.164266	1.1642661
1.0	2.0529552	1.0529552
3.0	2.0062015	0.9937985
3.0	1.5055515	1.4944485
