3.0	4.897053	1.8970528
5.0	4.8298273	0.17017269
5.0	4.8681965	0.13180351
5.0	4.829665	0.17033482
5.0	4.862935	0.13706493
5.0	4.9363723	0.06362772
8.0	4.894265	3.1057348
8.0	5.0907927	2.9092073
5.0	4.743016	0.25698423
5.0	4.864957	0.13504314
2.0	4.726001	2.7260008
8.0	4.947695	3.0523052
5.0	4.8533425	0.14665747
5.0	4.966096	0.033904076
3.0	4.7109013	1.7109013
8.0	4.775993	3.2240071
3.0	4.9994116	1.9994116
3.0	5.0941973	2.0941973
3.0	4.7278852	1.7278852
8.0	4.8777924	3.1222076
5.0	4.813897	0.18610287
8.0	4.7245674	3.2754326
5.0	4.706506	0.29349422
5.0	4.817334	0.18266582
3.0	4.822098	1.8220978
5.0	5.0047855	0.0047855377
5.0	4.942568	0.057432175
5.0	4.8922005	0.10779953
3.0	4.8322763	1.8322763
5.0	4.747348	0.25265217
5.0	4.752941	0.24705887
5.0	4.807027	0.19297314
3.0	5.044119	2.044119
5.0	4.6549487	0.3450513
5.0	4.813814	0.18618584
8.0	4.7262497	3.2737503
5.0	4.7720575	0.22794247
8.0	4.7331743	3.2668257
5.0	4.819748	0.18025208
5.0	4.7873535	0.21264648
5.0	4.807228	0.19277191
5.0	4.7776794	0.22232056
8.0	4.920164	3.079836
8.0	4.9220066	3.0779934
8.0	5.0435724	2.9564276
2.0	4.725588	2.7255878
8.0	5.0215464	2.9784536
5.0	4.98491	0.015089989
3.0	4.9525995	1.9525995
2.0	4.79945	2.79945
8.0	4.7461195	3.2538805
5.0	5.0236554	0.023655415
5.0	4.862072	0.13792801
8.0	5.021185	2.978815
5.0	5.0823717	0.08237171
5.0	4.8995075	0.10049248
5.0	4.866212	0.13378811
2.0	4.933671	2.933671
5.0	5.1084385	0.10843849
8.0	4.977769	3.022231
8.0	5.0049386	2.9950614
8.0	4.8978148	3.1021852
8.0	4.949032	3.0509682
8.0	4.9949245	3.0050755
5.0	4.806506	0.19349384
8.0	4.7959967	3.2040033
1.0	4.7524977	3.7524977
5.0	5.11753	0.11752987
3.0	4.8648844	1.8648844
5.0	4.7299666	0.27003336
8.0	5.012314	2.9876862
5.0	4.8981686	0.101831436
8.0	5.0633936	2.9366064
8.0	4.89137	3.1086302
5.0	4.942155	0.057845116
8.0	4.8940744	3.1059256
8.0	5.034357	2.965643
5.0	4.9040384	0.09596157
8.0	5.1300945	2.8699055
5.0	5.147394	0.14739418
2.0	4.736162	2.7361622
8.0	4.930998	3.0690022
8.0	5.1414475	2.8585525
5.0	4.931239	0.06876087
5.0	4.8809805	0.11901951
5.0	4.91422	0.085780144
3.0	5.025076	2.025076
2.0	4.772289	2.7722888
8.0	4.973712	3.026288
5.0	4.795147	0.20485306
8.0	4.7922554	3.2077446
8.0	5.046777	2.9532232
8.0	5.0202374	2.9797626
5.0	4.6938534	0.30614662
5.0	4.777621	0.22237921
8.0	4.9272127	3.0727873
5.0	4.982999	0.017001152
5.0	5.1220903	0.12209034
5.0	4.9567127	0.043287277
5.0	5.1427097	0.14270973
8.0	4.986371	3.013629
5.0	4.7938585	0.20614147
3.0	4.762432	1.7624321
5.0	4.8645945	0.13540554
5.0	5.0751867	0.07518673
5.0	4.944686	0.055314064
8.0	5.1273217	2.8726783
3.0	4.768553	1.7685528
5.0	4.9361153	0.063884735
3.0	4.979843	1.9798431
3.0	4.920864	1.9208641
3.0	5.008673	2.0086732
5.0	4.998456	0.0015439987
8.0	5.061183	2.938817
8.0	4.799989	3.2000108
5.0	4.7867346	0.21326542
3.0	4.8138065	1.8138065
3.0	4.8178043	1.8178043
5.0	4.930002	0.06999779
5.0	5.0256395	0.025639534
3.0	4.888129	1.8881292
2.0	4.999839	2.9998388
5.0	4.8421345	0.15786552
5.0	4.776081	0.22391891
5.0	4.9867287	0.013271332
5.0	4.877432	0.12256813
5.0	4.803542	0.19645786
5.0	4.9160037	0.083996296
5.0	4.920991	0.079009056
5.0	4.7669954	0.23300457
2.0	4.7340984	2.7340984
3.0	4.787137	1.787137
5.0	4.967448	0.032551765
8.0	4.833182	3.1668181
3.0	4.7986546	1.7986546
5.0	4.8926578	0.10734224
3.0	4.6894455	1.6894455
5.0	4.9058847	0.09411526
3.0	4.704851	1.7048512
5.0	4.735778	0.26422215
5.0	4.9376574	0.062342644
5.0	4.835925	0.1640749
2.0	4.8002768	2.8002768
5.0	4.9577856	0.042214394
5.0	4.880019	0.11998081
8.0	4.8287334	3.1712666
8.0	5.010873	2.9891272
5.0	4.7655134	0.23448658
5.0	5.0219884	0.021988392
5.0	4.979231	0.02076912
3.0	4.9368596	1.9368596
5.0	4.9844046	0.015595436
3.0	4.9437666	1.9437666
5.0	4.9893646	0.010635376
5.0	5.149695	0.14969492
5.0	4.932928	0.067071915
